INGRESADO,WK IN,N°REF ASLI,EJECUTIVO,SHIPPER,BOOKING,CANT CONT.,CONTENEDOR,WK ETD,NAVIERA,NAVE INICIAL,ESPECIE,T°,CBM,CT,CO2,O2,POL,POD,DEPÓSITO ,ETD,ETA,TT,FLETE,ESTADO,ROLEADA DESDE,INGRESO STACKING,TIPO INGRESO,N° BL ,ESTADO BL/SWB,CONTRATO,MES DE INGRESO,MES DE ZARPE,SEMANA DE ARRIBO,MES DE ARRIBO,FACTURACION,BOOKING PDF,COMENTARIO,OBSERVACION
27-01-2026,5,A0655,RODRIGO CACERES,COPEFRUT,265821353,1,MNBU0118701,6,MAERSK,SALLY MAERSK [604W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,02-02-2026,28-02-2026,26,COLLECT,CONFIRMADA,,,NORMAL,,,COPEFRUT,1,2,9,2,OK,,,
27-01-2026,5,A0656,RODRIGO CACERES,COPEFRUT,265821326,1,TLLU1165850,6,MAERSK,SALLY MAERSK [604W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,02-02-2026,28-02-2026,26,COLLECT,CONFIRMADA,,,NORMAL,,,COPEFRUT,1,2,9,2,OK,,,
27-01-2026,5,A0657,RODRIGO CACERES,COPEFRUT,265821217,1,MNBU0560502,6,MAERSK,SALLY MAERSK [604W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,02-02-2026,28-02-2026,26,COLLECT,CONFIRMADA,,,NORMAL,,,COPEFRUT,1,2,9,2,OK,,,
27-01-2026,5,A0658,RODRIGO CACERES,COPEFRUT,265822101,1,MNBU4212378,6,MAERSK,SALLY MAERSK [604W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,02-02-2026,28-02-2026,26,COLLECT,CONFIRMADA,,,NORMAL,,,COPEFRUT,1,2,9,2,OK,,,
27-01-2026,5,A0659,RODRIGO CACERES,COPEFRUT,265822097,1,MNBU3991519,6,MAERSK,SALLY MAERSK [604W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,02-02-2026,28-02-2026,26,COLLECT,CONFIRMADA,,,NORMAL,,,COPEFRUT,1,2,9,2,OK,,,
27-01-2026,5,A0660,RODRIGO CACERES,COPEFRUT,265822063,1,SUDU8168113,6,MAERSK,SALLY MAERSK [604W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,02-02-2026,28-02-2026,26,COLLECT,CONFIRMADA,,,NORMAL,,,COPEFRUT,1,2,9,2,OK,,,
27-01-2026,5,A0661,RODRIGO CACERES,COPEFRUT,265822050,1,MNBU3887546,6,MAERSK,SALLY MAERSK [604W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,02-02-2026,28-02-2026,26,COLLECT,CONFIRMADA,,,NORMAL,,,COPEFRUT,1,2,9,2,OK,,,
27-01-2026,5,A0662,RODRIGO CACERES,COPEFRUT,265822034,1,MNBU4671633,6,MAERSK,SALLY MAERSK [604W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,02-02-2026,28-02-2026,26,COLLECT,CONFIRMADA,,,NORMAL,,,COPEFRUT,1,2,9,2,OK,,,
27-01-2026,5,A0663,RODRIGO CACERES,COPEFRUT,265822025,1,SUDU6222658,6,MAERSK,SALLY MAERSK [604W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,02-02-2026,28-02-2026,26,COLLECT,CONFIRMADA,,,NORMAL,,,COPEFRUT,1,2,9,2,OK,,,
27-01-2026,5,A0664,RODRIGO CACERES,COPEFRUT,265822008,1,TTNU8756796,6,MAERSK,SALLY MAERSK [604W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,02-02-2026,28-02-2026,26,COLLECT,CONFIRMADA,,,NORMAL,,,COPEFRUT,1,2,9,2,OK,,,
27-01-2026,5,A0665,RODRIGO CACERES,COPEFRUT,265821992,1,MNBU0390793,6,MAERSK,SALLY MAERSK [604W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,02-02-2026,28-02-2026,26,COLLECT,CONFIRMADA,,,NORMAL,,,COPEFRUT,1,2,9,2,OK,,,
27-01-2026,5,A0666,RODRIGO CACERES,COPEFRUT,265821976,1,MNBU0573264,6,MAERSK,SALLY MAERSK [604W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,02-02-2026,28-02-2026,26,COLLECT,CONFIRMADA,,,NORMAL,,,COPEFRUT,1,2,9,2,OK,,,
27-01-2026,5,A0667,RODRIGO CACERES,COPEFRUT,265821963,1,MNBU4178648,6,MAERSK,SALLY MAERSK [604W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,02-02-2026,28-02-2026,26,COLLECT,CONFIRMADA,,,NORMAL,,,COPEFRUT,1,2,9,2,OK,,,
27-01-2026,5,A0668,RODRIGO CACERES,COPEFRUT,265821928,1,MNBU4299573,6,MAERSK,SALLY MAERSK [604W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,02-02-2026,28-02-2026,26,COLLECT,CONFIRMADA,,,NORMAL,,,COPEFRUT,1,2,9,2,OK,,,
27-01-2026,5,A0669,RODRIGO CACERES,COPEFRUT,265821916,1,MNBU3550745,6,MAERSK,SALLY MAERSK [604W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,02-02-2026,28-02-2026,26,COLLECT,CONFIRMADA,,,NORMAL,,,COPEFRUT,1,2,9,2,OK,,,
27-01-2026,5,A0670,RODRIGO CACERES,COPEFRUT,265821906,1,MNBU3775320,6,MAERSK,SALLY MAERSK [604W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,02-02-2026,28-02-2026,26,COLLECT,CONFIRMADA,,,NORMAL,,,COPEFRUT,1,2,9,2,OK,,,
27-01-2026,5,A0671,RODRIGO CACERES,COPEFRUT,265821897,1,MWCU5301553,6,MAERSK,SALLY MAERSK [604W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,02-02-2026,28-02-2026,26,COLLECT,CONFIRMADA,,,NORMAL,,,COPEFRUT,1,2,9,2,OK,,,
27-01-2026,5,A0672,RODRIGO CACERES,COPEFRUT,265821891,1,MNBU4021772,6,MAERSK,SALLY MAERSK [604W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,02-02-2026,28-02-2026,26,COLLECT,CONFIRMADA,,,NORMAL,,,COPEFRUT,1,2,9,2,OK,,,
27-01-2026,5,A0673,RODRIGO CACERES,COPEFRUT,265821879,1,MNBU4261454,6,MAERSK,SALLY MAERSK [604W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,02-02-2026,28-02-2026,26,COLLECT,CONFIRMADA,,,NORMAL,,,COPEFRUT,1,2,9,2,OK,,,
27-01-2026,5,A0674,RODRIGO CACERES,COPEFRUT,265821870,1,SUDU6195700,6,MAERSK,SALLY MAERSK [604W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,02-02-2026,28-02-2026,26,COLLECT,CONFIRMADA,,,NORMAL,,,COPEFRUT,1,2,9,2,OK,,,
27-01-2026,5,A0675,RODRIGO CACERES,COPEFRUT,265821857,1,MNBU4532330,6,MAERSK,SALLY MAERSK [604W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,02-02-2026,28-02-2026,26,COLLECT,CONFIRMADA,,,NORMAL,,,COPEFRUT,1,2,9,2,OK,,,
27-01-2026,5,A0676,RODRIGO CACERES,COPEFRUT,265821843,1,MNBU3191820,6,MAERSK,SALLY MAERSK [604W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,02-02-2026,28-02-2026,26,COLLECT,CONFIRMADA,,,NORMAL,,,COPEFRUT,1,2,9,2,OK,,,
27-01-2026,5,A0677,RODRIGO CACERES,COPEFRUT,265821836,1,MNBU3080575,6,MAERSK,SALLY MAERSK [604W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,02-02-2026,28-02-2026,26,COLLECT,CONFIRMADA,,,NORMAL,,,COPEFRUT,1,2,9,2,OK,,,
27-01-2026,5,A0678,RODRIGO CACERES,COPEFRUT,265821824,1,MNBU0423942,6,MAERSK,SALLY MAERSK [604W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,02-02-2026,28-02-2026,26,COLLECT,CONFIRMADA,,,NORMAL,,,COPEFRUT,1,2,9,2,OK,,,
27-01-2026,5,A0679,RODRIGO CACERES,COPEFRUT,265821813,1,MNBU9154818,6,MAERSK,SALLY MAERSK [604W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,02-02-2026,28-02-2026,26,COLLECT,CONFIRMADA,,,NORMAL,,,COPEFRUT,1,2,9,2,OK,,,
27-01-2026,5,A0680,RODRIGO CACERES,COPEFRUT,265821802,1,MNBU0516876,6,MAERSK,SALLY MAERSK [604W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,02-02-2026,28-02-2026,26,COLLECT,CONFIRMADA,,,NORMAL,,,COPEFRUT,1,2,9,2,OK,,,
27-01-2026,5,A0681,RODRIGO CACERES,COPEFRUT,265821793,1,SUDU6010725,6,MAERSK,SALLY MAERSK [604W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,02-02-2026,28-02-2026,26,COLLECT,CONFIRMADA,,,NORMAL,,,COPEFRUT,1,2,9,2,OK,,,
27-01-2026,5,A0682,RODRIGO CACERES,COPEFRUT,265821781,1,MNBU3210046,6,MAERSK,SALLY MAERSK [604W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,02-02-2026,28-02-2026,26,COLLECT,CONFIRMADA,,,NORMAL,,,COPEFRUT,1,2,9,2,OK,,,
27-01-2026,5,A0683,RODRIGO CACERES,COPEFRUT,265821765,1,SUDU8224182,6,MAERSK,SALLY MAERSK [604W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,02-02-2026,28-02-2026,26,COLLECT,CONFIRMADA,,,NORMAL,,,COPEFRUT,1,2,9,2,OK,,,
27-01-2026,5,A0684,RODRIGO CACERES,COPEFRUT,265821749,1,MNBU3111892,6,MAERSK,SALLY MAERSK [604W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,02-02-2026,28-02-2026,26,COLLECT,CONFIRMADA,,,NORMAL,,,COPEFRUT,1,2,9,2,OK,,,
27-01-2026,5,A0685,RODRIGO CACERES,COPEFRUT,265821741,1,MNBU4485135,6,MAERSK,SALLY MAERSK [604W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,02-02-2026,28-02-2026,26,COLLECT,CONFIRMADA,,,NORMAL,,,COPEFRUT,1,2,9,2,OK,,,
27-01-2026,5,A0686,RODRIGO CACERES,COPEFRUT,265821713,1,SUDU6172407,6,MAERSK,SALLY MAERSK [604W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,02-02-2026,28-02-2026,26,COLLECT,CONFIRMADA,,,NORMAL,,,COPEFRUT,1,2,9,2,OK,,,
29-01-2026,5,A0687,RODRIGO CACERES,COPEFRUT,265880623,1,MNBU3482023,6,MAERSK,MAERSK BINTAN [605N],MANZANA VERDE,1,10,NO,,,VALPARAISO,BUENAVENTURA,CONTOPSA SANTIAGO,05-02-2026,20-02-2026,15,COLLECT,CONFIRMADA,,,NORMAL,,,GREEN AND FRESH S.A.S 299933325,1,2,8,2,,,,
29-01-2026,5,A0688,RODRIGO CACERES,COPEFRUT,265880713,1,MNBU0373440,6,MAERSK,MAERSK BINTAN [605N],MANZANA VERDE,1,10,NO,,,VALPARAISO,BUENAVENTURA,CONTOPSA SANTIAGO,05-02-2026,20-02-2026,15,COLLECT,CONFIRMADA,,,NORMAL,,,GREEN AND FRESH S.A.S 299933325,1,2,8,2,,,,
29-01-2026,5,A0689,RODRIGO CACERES,COPEFRUT,265880780,1,MNBU0438752,6,MAERSK,MAERSK BINTAN [605N],MANZANA VERDE,1,10,NO,,,VALPARAISO,BUENAVENTURA,CONTOPSA SANTIAGO,05-02-2026,20-02-2026,15,COLLECT,CONFIRMADA,,,NORMAL,,,GREEN AND FRESH S.A.S 299933325,1,2,8,2,,,,
29-01-2026,5,A0690,RODRIGO CACERES,COPEFRUT,265884670,1,SUDU6289688,6,MAERSK,SALLY MAERSK [604W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,,02-02-2026,28-02-2026,26,COLLECT,CONFIRMADA,,,NORMAL,,,COPEFRUT,1,2,9,2,OK,,,
29-01-2026,5,A0691,RODRIGO CACERES,COPEFRUT,265884786,1,SUDU8225281,6,MAERSK,SALLY MAERSK [604W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,,02-02-2026,28-02-2026,26,COLLECT,CONFIRMADA,,,NORMAL,,,COPEFRUT,1,2,9,2,OK,,,
29-01-2026,5,A0692,RODRIGO CACERES,COPEFRUT,265884779,1,MNBU3079419,6,MAERSK,SALLY MAERSK [604W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,,02-02-2026,28-02-2026,26,COLLECT,CONFIRMADA,,,NORMAL,,,COPEFRUT,1,2,9,2,OK,,,
29-01-2026,5,A0693,RODRIGO CACERES,COPEFRUT,265884767,1,SUDU5225550,6,MAERSK,SALLY MAERSK [604W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,,02-02-2026,28-02-2026,26,COLLECT,CONFIRMADA,,,NORMAL,,,COPEFRUT,1,2,9,2,OK,,,
29-01-2026,5,A0694,RODRIGO CACERES,COPEFRUT,265884752,1,MNBU3278792,6,MAERSK,SALLY MAERSK [604W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,,02-02-2026,28-02-2026,26,COLLECT,CONFIRMADA,,,NORMAL,,,COPEFRUT,1,2,9,2,OK,,,
29-01-2026,5,A0695,RODRIGO CACERES,COPEFRUT,265884734,1,MNBU0468269,6,MAERSK,SALLY MAERSK [604W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,,02-02-2026,28-02-2026,26,COLLECT,CONFIRMADA,,,NORMAL,,,COPEFRUT,1,2,9,2,OK,,,
29-01-2026,5,A0696,RODRIGO CACERES,COPEFRUT,265884723,1,MNBU4000450,6,MAERSK,SALLY MAERSK [604W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,,02-02-2026,28-02-2026,26,COLLECT,CONFIRMADA,,,NORMAL,,,COPEFRUT,1,2,9,2,OK,,,
29-01-2026,5,A0697,RODRIGO CACERES,COPEFRUT,265884868,1,MNBU3749573,6,MAERSK,SALLY MAERSK [604W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,,02-02-2026,28-02-2026,26,COLLECT,CONFIRMADA,,,NORMAL,,,COPEFRUT,1,2,9,2,OK,,,
29-01-2026,5,A0698,RODRIGO CACERES,COPEFRUT,265884886,1,MNBU3849607,6,MAERSK,SALLY MAERSK [604W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,,02-02-2026,28-02-2026,26,COLLECT,CONFIRMADA,,,NORMAL,,,COPEFRUT,1,2,9,2,OK,,,
29-01-2026,5,A0699,RODRIGO CACERES,COPEFRUT,265884864,1,MNBU0143936,6,MAERSK,SALLY MAERSK [604W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,,02-02-2026,28-02-2026,26,COLLECT,CONFIRMADA,,,NORMAL,,,COPEFRUT,1,2,9,2,OK,,,
29-01-2026,5,A0700,RODRIGO CACERES,COPEFRUT,265884848,1,MNBU0521677,6,MAERSK,SALLY MAERSK [604W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,,02-02-2026,28-02-2026,26,COLLECT,CONFIRMADA,,,NORMAL,,,COPEFRUT,1,2,9,2,OK,,,
29-01-2026,5,A0701,RODRIGO CACERES,COPEFRUT,265884838,1,MNBU3535205,6,MAERSK,SALLY MAERSK [604W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,,02-02-2026,28-02-2026,26,COLLECT,CONFIRMADA,,,NORMAL,,,COPEFRUT,1,2,9,2,OK,,,
29-01-2026,5,A0702,RICARDO LAZO,FENIX,EBKG15703078,1,MSDU984405-0,6,MSC ,HMM BLESSING [0037W],CIRUELA,-0.5,10,NO,,,VALPARAISO,SHANGHAI,SITRANS SAI,05-02-2026,10-03-2026,33,COLLECT,CONFIRMADA,,,NORMAL,,,ASLI,1,2,11,3,,,,
29-01-2026,5,A0703,RICARDO LAZO,FENIX,EBKG15703079,1,MEDU989846-5,6,MSC ,HMM BLESSING [0037W],CIRUELA,-0.5,10,NO,,,VALPARAISO,SHANGHAI,SITRANS SAI,05-02-2026,10-03-2026,33,COLLECT,CONFIRMADA,,,NORMAL,,,ASLI,1,2,11,3,,,,
29-01-2026,5,A0704,RICARDO LAZO,FENIX,EBKG15703320,1,MEDU913785-1,6,MSC ,HMM BLESSING [0037W],CIRUELA,-0.5,10,NO,,,VALPARAISO,SHANGHAI,SITRANS SAI,05-02-2026,10-03-2026,33,COLLECT,CONFIRMADA,,,NORMAL,,,ASLI,1,2,11,3,,,,
29-01-2026,5,A0705,RICARDO LAZO,FENIX,SCLG02867300,1,ONEU904617-0,6,ONE,HMM BLESSING [0037W],CIRUELA,-0.5,10,NO,,,VALPARAISO,SHANGHAI,SITRANS SAI,06-02-2026,11-03-2026,33,COLLECT,CONFIRMADA,,,NORMAL,,,ASLI,1,2,11,3,,,,
30-01-2026,5,A0706,RODRIGO CACERES,COPEFRUT,265928846,1,MNBU0416060,7,MAERSK,MAERSK BATUR [606N],CIRUELA,-0.5,10,NO,,,VALPARAISO,ALGECIRAS,CONTOPSA VAP,12-02-2026,11-03-2026,27,COLLECT,CONFIRMADA,,,NORMAL,,,ASLI,1,2,11,3,,,,
02-02-2026,6,A0707,RICARDO LAZO,FENIX,SAA0002403,1,FSCU592501-8,6,WAN HAI,WAN HAI 722 [W023],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,SHANGHAI,MEDLOG SAI,06-02-2026,13-03-2026,35,COLLECT,CONFIRMADA,,,NORMAL,,,ASLI,2,2,11,3,,,,
02-02-2026,6,A0708,RICARDO LAZO,FENIX,SAA0002404,1,FBIU536010-0,6,WAN HAI,WAN HAI 722 [W023],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,SHANGHAI,MEDLOG SAI,06-02-2026,13-03-2026,35,COLLECT,CONFIRMADA,,,NORMAL,,,ASLI,2,2,11,3,,,,
30-01-2026,5,A0709,RODRIGO CACERES,COPEFRUT,266003342,1,MNBU0080289,7,MAERSK,MAERSK BATUR [606N],CIRUELA,-0.5,10,NO,,,VALPARAISO,PHILADELPHIA,CONTOPSA VAP,12-02-2026,02-03-2026,18,COLLECT,CONFIRMADA,,,NORMAL,,,ASLI,1,2,10,3,,,,
30-01-2026,5,A0710,RODRIGO CACERES,COPEFRUT,266052843,1,MMAU1258545,7,MAERSK,MAERSK BATUR [606N],MANZANA,-0.5,10,NO,,,VALPARAISO,BUENAVENTURA,CONTOPSA VAP,12-02-2026,27-02-2026,15,COLLECT,CONFIRMADA,,,NORMAL,,,ASLI,1,2,9,2,,,,
08-01-2026,2,A0711,RODRIGO CACERES,COPEFRUT,266061276,1,TLLU1168145,7,MAERSK,CHARLOTTE MAERSK [605W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,11-02-2026,08-03-2026,25,COLLECT,CONFIRMADA,,,NORMAL,,,COPEFRUT,1,2,11,3,,,,
08-01-2026,2,A0712,RODRIGO CACERES,COPEFRUT,266061324,1,MNBU3626706,7,MAERSK,CHARLOTTE MAERSK [605W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,11-02-2026,08-03-2026,25,COLLECT,CONFIRMADA,,,,,,COPEFRUT,1,2,11,3,,,,
08-01-2026,2,A0713,RODRIGO CACERES,COPEFRUT,266061333,1,MNBU3337365,7,MAERSK,CHARLOTTE MAERSK [605W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,11-02-2026,08-03-2026,25,COLLECT,CONFIRMADA,,,,,,COPEFRUT,1,2,11,3,,,,
08-01-2026,2,A0714,RODRIGO CACERES,COPEFRUT,266061335,1,MWCU5338803,7,MAERSK,CHARLOTTE MAERSK [605W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,11-02-2026,08-03-2026,25,COLLECT,CONFIRMADA,,,,,,COPEFRUT,1,2,11,3,,,,
08-01-2026,2,A0715,RODRIGO CACERES,COPEFRUT,266061344,1,MMAU1106368,7,MAERSK,CHARLOTTE MAERSK [605W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,11-02-2026,08-03-2026,25,COLLECT,CONFIRMADA,,,,,,COPEFRUT,1,2,11,3,,,,
08-01-2026,2,A0716,RODRIGO CACERES,COPEFRUT,266061348,1,MNBU3286165,7,MAERSK,CHARLOTTE MAERSK [605W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,11-02-2026,08-03-2026,25,COLLECT,CONFIRMADA,,,,,,COPEFRUT,1,2,11,3,,,,
08-01-2026,2,A0717,RODRIGO CACERES,COPEFRUT,266061366,1,MNBU3681745,7,MAERSK,CHARLOTTE MAERSK [605W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,11-02-2026,08-03-2026,25,COLLECT,CONFIRMADA,,,,,,COPEFRUT,1,2,11,3,,,,
08-01-2026,2,A0718,RODRIGO CACERES,COPEFRUT,266061388,1,SUDU6069338,7,MAERSK,CHARLOTTE MAERSK [605W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,11-02-2026,08-03-2026,25,COLLECT,CONFIRMADA,,,,,,COPEFRUT,1,2,11,3,,,,
08-01-2026,2,A0719,RODRIGO CACERES,COPEFRUT,266061377,1,MNBU9140769,7,MAERSK,CHARLOTTE MAERSK [605W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,11-02-2026,08-03-2026,25,COLLECT,CONFIRMADA,,,,,,COPEFRUT,1,2,11,3,,,,
08-01-2026,2,A0720,RODRIGO CACERES,COPEFRUT,266062422,1,MMAU1097604,7,MAERSK,CHARLOTTE MAERSK [605W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,11-02-2026,08-03-2026,25,COLLECT,CONFIRMADA,,,,,,COPEFRUT,1,2,11,3,,,,
08-01-2026,2,A0721,RODRIGO CACERES,COPEFRUT,266061395,1,SUDU8118112,7,MAERSK,CHARLOTTE MAERSK [605W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,11-02-2026,08-03-2026,25,COLLECT,CONFIRMADA,,,,,,COPEFRUT,1,2,11,3,,,,
08-01-2026,2,A0722,RODRIGO CACERES,COPEFRUT,266061445,1,MNBU0562125,7,MAERSK,CHARLOTTE MAERSK [605W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,11-02-2026,08-03-2026,25,COLLECT,CONFIRMADA,,,,,,COPEFRUT,1,2,11,3,,,,
08-01-2026,2,A0723,RODRIGO CACERES,COPEFRUT,266061439,1,SUDU8006597,7,MAERSK,CHARLOTTE MAERSK [605W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,11-02-2026,08-03-2026,25,COLLECT,CONFIRMADA,,,,,,COPEFRUT,1,2,11,3,,,,
08-01-2026,2,A0724,RODRIGO CACERES,COPEFRUT,266061433,1,MNBU0280625,7,MAERSK,CHARLOTTE MAERSK [605W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,11-02-2026,08-03-2026,25,COLLECT,CONFIRMADA,,,,,,COPEFRUT,1,2,11,3,,,,
08-01-2026,2,A0725,RODRIGO CACERES,COPEFRUT,266061419,1,MNBU3183402,7,MAERSK,CHARLOTTE MAERSK [605W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,11-02-2026,08-03-2026,25,COLLECT,CONFIRMADA,,,,,,COPEFRUT,1,2,11,3,,,,
08-01-2026,2,A0726,RODRIGO CACERES,COPEFRUT,266061404,1,MNBU3265814,7,MAERSK,CHARLOTTE MAERSK [605W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,11-02-2026,08-03-2026,25,COLLECT,CONFIRMADA,,,,,,COPEFRUT,1,2,11,3,,,,
08-01-2026,2,A0727,RODRIGO CACERES,COPEFRUT,266062430,1,MNBU3070812,7,MAERSK,CHARLOTTE MAERSK [605W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,11-02-2026,08-03-2026,25,COLLECT,CONFIRMADA,,,,,,COPEFRUT,1,2,11,3,,,,
08-01-2026,2,A0728,RODRIGO CACERES,COPEFRUT,266062424,1,MNBU0069377,7,MAERSK,CHARLOTTE MAERSK [605W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,11-02-2026,08-03-2026,25,COLLECT,CONFIRMADA,,,,,,COPEFRUT,1,2,9,2,,,,
08-01-2026,2,A0729,RODRIGO CACERES,COPEFRUT,266062474,1,MNBU3760660,7,MAERSK,CHARLOTTE MAERSK [605W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,11-02-2026,08-03-2026,25,COLLECT,CONFIRMADA,,,,,,COPEFRUT,1,2,9,2,,,,
08-01-2026,2,A0730,RODRIGO CACERES,COPEFRUT,266061427,1,MNBU9076973,7,MAERSK,CHARLOTTE MAERSK [605W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,11-02-2026,08-03-2026,25,COLLECT,CONFIRMADA,,,,,,COPEFRUT,1,2,9,2,,,,
30-01-2026,5,A0731,RODRIGO CACERES,COPEFRUT,266059559,1,MNBU3851477,7,MAERSK,MAERSK BATUR [606N],MANZANA,-0.5,30,NO,,,VALPARAISO,PUERTO CALDERA,CONTOPSA VAP,12-02-2026,24-02-2026,12,COLLECT,CONFIRMADA,,,NORMAL,,,ASLI,1,2,9,2,,,,
30-01-2026,5,A0732,RODRIGO CACERES,COPEFRUT,266104716,1,MNBU3099816,7,MAERSK,MAERSK BATUR [606N],MANZANA,-0.5,30,NO,,,VALPARAISO,BUENAVENTURA,CONTOPSA VAP,12-02-2026,27-02-2026,15,COLLECT,CONFIRMADA,,,NORMAL,,,GREEN AND FRESH SAS,1,2,9,2,,,,
